2020-01-11,DJ,-11,-9,8,-6,13,14,8,-11,12,9,9,-11,15,-28,-9,17,3,-2,-5,0,4,-2,25,9,19,11,-3,-13,-1,-13,-7,15,-2,-19,-1,-13,1,6,-9,9,-9,-22,10,-2,12,-2,-6,0,6,13,-7,5,0,6,8,-4,3,13,1,-2,-3,-9,-1,9,4,4,-5,5,-5,-10,9,0,-20,-5,12,9,1,-12,6,-7,-1,14,-2,3,0,-3,-15,7,0,-6,9,-1,-4,-1,12,1,2,-3,3,6
2020-01-12,CK,2,5,-7,-5,6,-10,-25,-1,-2,4,1,0,4,-8,16,14,8,-20,1,-25,-15,-10,-5,6,21,0,0,4,-2,-9,0,14,-12,3,5,11,7,3,-2,0,8,8,-3,-7,-2,-5,-3,-3,16,0,0,-9,2,-9,-1,0,-4,2,7,-21,3,17,3,-22,-7,-6,0,-8,-32,15,15,9,-12,-2,2,2,0,-11,-15,-14,5,-9,10,7,11,9,-3,-21,5,-2,5,-9,12,-9,-15,-8,10,2,7,10
2020-01-13,BN,-4,-1,-2,12,4,-2,3,-11,-9,-12,2,7,-2,0,-3,-5,3,-11,-14,8,-14,-19,-4,13,-5,12,19,8,-10,1,-17,16,0,23,22,27,20,12,0,-11,2,-6,0,-19,-10,-2,10,12,-5,-4,4,12,0,-15,0,-22,5,-10,2,0,6,6,6,-2,9,-1,19,-7,0,0,-3,1,-1,-9,-4,-16,1,-10,12,-11,4,-1,0,-7,2,0,0,-8,-2,6,5,8,-7,-20,-5,7,4,2,3,-5
2020-01-14,BR,-6,11,-3,-10,3,10,-21,15,7,1,-7,-8,-7,16,-9,5,-3,12,-12,-12,13,10,-12,-4,-9,13,4,-9,10,3,-8,20,-19,1,11,2,23,-11,11,0,-2,-1,-16,8,1,-1,5,1,-1,-20,-8,0,5,26,5,-5,-10,17,-5,3,3,9,1,-14,-2,-30,-4,1,4,2,8,8,1,-6,-15,12,-16,-3,-6,-6,-6,2,0,-14,8,1,-7,-1,-2,-2,5,18,-5,-1,7,0,-2,6,-7,-10
2020-01-15,AO,-1,2,-7,5,1,-7,1,3,0,14,3,-8,-1,12,13,3,-8,11,-21,10,11,14,-10,-30,2,14,6,8,0,5,-3,0,-12,-8,-9,7,6,-6,-11,0,-7,1,5,-16,-8,-10,-2,0,24,-4,-1,15,-2,-9,10,-14,8,-10,-4,13,7,-18,1,-19,2,-13,7,-7,1,21,-11,6,0,-7,-5,5,-23,-8,-4,2,10,-2,-6,-8,1,-20,-1,-9,2,-10,-6,14,8,-15,16,-21,-6,5,7,-1
2020-01-16,CO,0,31,8,-32,-11,9,-12,-7,-4,7,18,7,5,-8,0,5,14,-4,11,1,2,3,-11,-3,-2,2,1,-22,4,10,-6,0,5,2,-6,13,-5,-8,7,-7,-2,14,1,6,3,-4,1,1,-5,7,-4,-1,-1,-5,4,-2,0,-3,10,-13,5,-2,17,-3,8,-11,-4,0,0,-2,-11,7,1,-6,-4,0,2,-11,9,-15,4,1,-4,-10,14,4,14,3,-2,-10,-8,7,10,7,2,23,13,2,3,-8
2020-01-17,DL,11,17,10,-7,15,16,-9,-10,6,-6,-1,5,2,7,-12,-8,-5,-4,10,3,0,8,23,0,4,16,10,8,0,0,-1,-17,0,12,10,0,2,-15,9,-1,8,6,7,7,6,14,-25,-9,-16,-3,-2,-7,-2,0,7,8,-7,-3,10,-6,6,-9,9,-7,3,4,0,13,-14,-4,10,18,3,-10,-14,-6,1,0,-12,9,6,2,10,4,0,-1,11,-12,1,19,-8,10,1,2,-8,-8,0,13,-4,14
2020-01-18,CU,-10,3,-17,-3,-6,11,14,-7,9,10,0,12,-2,-2,-12,14,5,11,1,-8,-1,9,-11,-2,-1,3,-12,8,-3,-1,-22,14,-3,3,-10,-8,-17,-17,-2,-2,9,11,5,-22,16,-15,6,0,2,-1,-16,-1,-5,-18,-1,2,12,0,1,11,-2,-3,11,-7,21,11,-3,1,18,-7,9,4,0,14,-5,1,-7,-2,10,4,6,3,0,4,0,-1,2,-7,1,-3,14,-13,11,-13,-3,-3,5,-3,-7,0
2020-01-19,AA,2,8,-12,-10,-11,12,7,3,8,0,-9,3,13,14,-16,2,4,5,5,19,-10,8,-14,-20,8,1,-9,15,-9,-18,-10,-13,-3,6,-1,-8,-10,4,-2,-17,0,10,19,-3,-14,5,5,-1,-3,-5,-7,-4,-19,-3,11,-3,-2,3,2,4,6,-6,4,-7,-6,-6,-6,23,-20,1,4,1,11,3,4,9,13,5,10,3,-4,-5,-18,3,12,14,-2,0,-4,-2,6,-9,0,-9,6,-26,-2,5,-1,0
2020-01-20,BQ,-11,-9,16,6,2,20,2,2,-16,0,-11,7,-7,-12,8,-13,-5,-15,13,8,0,4,0,-6,-8,7,0,7,-15,5,5,-13,-7,-7,-5,-15,11,9,5,-2,21,3,8,0,9,-13,1,-4,6,-3,11,-1,-1,16,-15,-2,3,6,4,5,10,16,-3,-5,6,-6,-10,-3,-11,0,-5,9,-12,3,0,5,-21,14,1,15,10,19,11,11,8,6,9,-1,-8,-6,1,-4,-8,-10,-7,-9,1,1,4,3
2020-01-21,AT,16,-9,7,0,7,2,-8,-26,1,-13,-10,-10,14,-14,17,25,-9,9,-1,-8,-7,13,11,-7,8,16,-2,4,8,0,-5,-3,-7,8,-10,-1,0,-4,-3,3,-9,7,3,-1,5,-4,-3,-11,7,-4,1,11,1,17,-1,-7,9,5,-3,4,-3,17,0,7,-6,-8,7,-2,-1,2,6,13,-6,16,8,-1,16,4,-11,0,-1,6,2,-6,0,4,-19,5,0,-8,5,-5,-1,-2,-11,6,-1,-12,-2,13
2020-01-22,BU,1,6,16,4,-1,6,7,-17,-8,10,13,0,0,5,2,9,0,-7,-17,-2,6,6,-16,4,-25,-23,4,5,-1,0,-12,0,-2,5,7,-3,5,-5,5,-13,8,-8,-4,-7,-11,-1,-3,9,-6,15,11,10,0,6,7,9,4,9,-5,-4,0,12,8,-6,5,8,0,0,16,0,8,0,5,6,0,-6,-4,-7,8,-19,15,7,6,-7,12,-25,-12,2,-7,-3,-1,8,8,9,-19,-5,11,-15,5,-6
2020-01-23,BW,-6,8,-11,16,17,-6,-2,1,-14,-6,-17,-5,6,-1,-5,12,-1,2,11,-3,-11,-15,-5,-9,-7,-22,13,12,0,-2,2,-3,9,15,-6,-12,1,-16,0,-22,-9,4,12,-11,4,25,-16,-13,4,13,18,-7,29,-12,2,8,-7,1,0,0,2,4,9,2,0,-4,0,4,5,-4,-3,1,0,-14,-3,-4,0,-1,3,-11,3,-5,-5,12,20,5,9,-13,8,-14,8,6,-21,7,-1,-8,5,0,0,10
2020-01-24,AF,9,5,0,3,-4,8,-6,-3,9,-7,-4,-8,-18,-21,-7,15,6,-10,0,-9,12,-16,11,-10,4,18,-1,21,5,19,17,-6,9,3,12,-5,5,2,8,-1,5,19,7,12,-23,-1,-9,-1,-1,1,8,-15,-12,-1,13,27,6,-1,-3,7,-11,2,14,-5,-8,8,-5,0,-19,14,-2,6,-2,4,-5,2,-4,2,-7,-19,2,13,-4,2,0,-7,-2,6,6,0,-16,-9,4,0,-2,16,2,-7,10,2
2020-01-25,AF,-7,10,-20,19,0,7,4,0,18,24,-1,22,4,10,-12,-4,8,15,6,3,1,2,-6,-1,4,0,11,-4,-8,-15,-6,11,2,0,1,8,9,-4,3,0,-5,15,-3,-4,-11,-1,8,15,-9,-1,8,6,1,21,-6,6,10,6,-11,8,0,-3,-20,-11,7,16,-7,-7,-7,-5,2,0,2,-3,1,14,11,-2,-19,-3,-15,0,-8,0,0,-3,-12,-6,13,3,-11,-10,-9,6,-8,3,-2,8,-8,0
2020-01-26,BN,16,0,1,11,-15,-3,-5,-1,9,0,1,-15,-10,6,11,-5,-4,-18,-9,6,-13,-5,13,-3,-7,7,9,1,5,-8,-11,4,7,-7,1,-8,-7,2,9,-3,-21,-2,6,7,-3,-13,-12,12,-1,-6,13,-9,8,7,-6,2,1,4,12,-3,0,1,-5,0,-2,15,-12,-3,-3,12,3,-7,13,16,-2,7,-21,-19,3,-2,16,5,-2,-3,19,0,-22,-16,3,-11,25,-22,-18,-7,14,5,-8,-8,-6,7
2020-01-27,DT,-8,-11,-12,10,20,0,0,-3,-13,3,6,10,-21,-8,-6,9,-2,-3,30,-5,15,0,0,7,3,-2,1,3,16,1,-1,19,5,-5,15,0,4,-17,10,17,26,21,7,6,-13,-13,-9,11,-14,-1,-14,3,10,9,-6,19,-7,-2,-1,19,-11,5,-6,10,-2,1,-6,5,-7,0,-6,-12,-12,-7,0,-2,-7,0,2,-9,5,4,17,5,7,8,-14,5,-13,-3,3,6,8,15,-12,-17,0,6,7,-12
2020-01-28,AR,2,-8,5,-7,-14,-7,-3,18,4,4,6,-5,-2,7,-5,4,8,8,-11,-6,1,18,8,-1,-7,1,-7,2,-6,5,-3,4,0,-2,10,0,3,1,14,0,0,8,3,-27,-4,-7,-13,-6,-19,-20,22,6,-7,0,19,-17,-9,0,18,0,6,-9,6,-7,3,12,-9,-9,14,-6,-20,-12,-2,0,-8,-19,-7,12,6,-5,0,0,-11,6,0,5,-3,6,-3,21,9,-3,1,13,-7,-15,10,8,-15,-22
2020-01-29,CS,10,-4,-9,20,-3,10,5,3,20,-3,1,-12,0,-11,8,-4,-12,-2,2,5,5,-10,19,-1,-6,4,10,5,-2,-12,-7,-4,-6,-19,12,-8,18,6,-12,-6,-4,-12,-19,-5,-8,21,-6,6,5,9,-4,19,16,0,-17,18,-5,-16,-8,0,-13,-1,-11,-11,5,-15,13,19,5,7,-10,25,-2,-4,0,-11,7,-14,2,4,-12,1,-1,8,-5,-16,12,18,2,16,15,5,4,-10,-2,2,-7,-11,-10,-6
2020-01-30,AF,19,-7,20,-5,-2,0,8,9,18,1,8,-4,-4,-6,-5,-13,-11,-12,0,-14,-2,18,-23,-10,-5,-10,16,-8,6,10,2,7,-4,7,17,4,8,-5,6,-16,-11,17,-13,4,1,-6,-25,-3,-3,10,-17,-39,-3,-11,0,-9,-8,5,4,2,-6,7,-1,-12,-6,16,2,-23,12,-1,-2,-2,0,-2,-3,5,-4,0,10,-4,21,7,7,5,10,-14,2,-27,6,0,21,-17,8,-7,-5,0,3,3,-7,7
2020-01-31,BL,-7,8,-9,8,14,1,-1,2,9,5,-14,17,-15,-8,8,10,-13,-3,-8,6,-10,-6,-7,-6,0,5,3,-9,-10,-8,-18,7,13,-3,-5,-1,-1,-10,-7,14,-11,7,4,-8,16,-5,1,-7,-2,-9,0,5,8,1,11,-10,6,-21,4,12,-18,1,-5,1,1,15,17,-16,7,16,0,-8,5,3,10,10,-1,3,-19,-7,12,18,1,1,0,5,-8,-3,5,-7,-13,11,0,2,0,-22,0,-5,-3,-1
2020-02-01,BR,20,13,8,2,-5,1,10,1,16,-1,0,0,-5,-9,4,0,-5,-3,-1,-4,2,2,0,-13,1,18,-8,-1,-9,3,22,4,-15,6,-2,-14,0,0,4,0,1,4,-17,10,2,-7,-8,-5,12,12,-14,7,0,-13,3,-3,0,-4,21,-4,10,-2,-5,8,6,20,11,12,0,-1,-6,-8,-13,3,1,0,17,-4,3,16,-3,-4,-4,0,1,-4,5,-13,0,4,5,0,2,14,11,2,1,-8,-3,-2
2020-02-02,BK,-4,19,-4,-3,10,-9,9,31,-8,3,3,0,17,9,0,-5,-10,19,7,-19,-10,12,16,3,4,-5,-3,0,8,-9,-30,-4,-6,-19,-9,-2,4,-10,-16,-15,5,18,2,-3,8,-3,-8,-12,-4,12,1,-7,-12,-9,-7,-6,11,-20,8,16,3,-1,-6,7,-9,-10,11,13,-11,13,8,-9,9,3,-2,0,-9,-13,0,-1,-12,5,-16,1,3,0,-7,15,0,2,-11,-8,-4,-4,-17,9,-7,5,-6,-13
2020-02-03,BT,-8,0,21,7,7,-3,6,3,24,2,6,-15,7,1,5,-9,4,6,10,-9,9,-10,-3,-4,-9,6,17,0,-27,10,-1,0,7,8,1,0,-29,-6,2,-2,-6,3,5,0,10,23,-19,-20,0,0,5,-4,-11,14,-2,1,-12,-12,-15,14,0,8,-18,-2,-7,7,-6,0,0,-18,-10,-4,4,15,-13,8,-13,3,10,4,-12,-13,-5,4,5,17,5,4,-7,3,-2,-1,-1,6,2,-5,-21,17,-1,8
2020-02-04,CI,-9,-4,-3,5,27,-2,4,8,-8,-3,9,4,11,11,0,-18,0,3,4,-8,-16,6,-6,13,-3,1,-10,11,11,-6,0,-16,-3,-13,12,18,0,-13,-5,3,5,-3,1,4,-14,-6,-8,4,-16,4,0,2,14,11,-23,0,2,-1,-9,10,19,4,2,0,2,4,8,-4,12,-16,8,9,-11,-8,-2,-1,3,0,-16,-15,-5,3,1,-14,-6,5,0,-8,0,-13,0,0,9,-13,11,-1,-6,5,-4,-15
2020-02-05,CD,3,14,2,-3,5,-2,-8,-8,-15,-9,-4,-4,4,5,3,10,0,5,-6,6,12,4,2,9,-10,12,-6,11,5,5,-4,7,2,-13,-8,6,5,-7,7,-18,-7,-3,-9,-6,-8,-17,-2,-9,-14,6,2,1,6,8,-2,-7,4,-3,4,-1,9,27,-14,-1,0,-25,13,-1,4,1,19,2,-9,8,19,0,9,1,-4,0,-12,5,-13,-8,-5,2,-21,5,0,5,2,14,-6,22,10,10,14,-8,23,-12
2020-02-06,AE,16,-5,-8,-4,13,17,4,0,8,-2,-9,-8,6,-6,-3,6,-13,-14,10,-12,1,3,-13,-7,6,5,-4,-4,-4,-5,3,-4,-9,8,-24,-10,13,-9,-2,-10,0,-4,-10,-3,13,-12,-2,6,3,-10,0,-5,-4,2,10,9,-1,3,-4,1,1,-5,10,4,23,-3,22,8,-13,17,0,-1,2,-14,-27,0,6,10,2,-12,-10,15,2,16,1,7,10,-3,12,-1,5,-2,0,3,8,7,-18,6,-2,-5
2020-02-07,AG,7,-5,0,-5,8,-1,0,15,7,-3,4,-7,-1,-13,-4,0,-1,-10,-8,-6,-3,-3,-8,0,-9,-16,0,-2,3,-7,10,-17,0,-13,4,-6,11,-3,-6,3,12,2,7,2,2,4,-2,0,-18,-6,-7,-16,-7,7,5,2,14,0,-10,-18,0,13,-8,-1,0,3,-3,-8,-11,0,-9,-12,10,-5,16,-12,18,17,-4,-28,-1,14,-1,1,14,-5,-7,6,-2,12,-3,3,-11,17,14,0,-3,-8,-4,3
2020-02-08,AU,-8,-7,-6,-6,0,-18,5,6,-3,-7,-24,-4,0,9,-17,0,3,-1,-7,-8,6,2,9,8,-3,-1,8,2,15,-24,-7,-19,3,-8,6,-17,3,0,8,8,-12,-12,-5,3,-2,-8,-11,10,-6,6,20,9,-12,-11,22,-1,-13,-7,-3,7,5,1,-11,-27,0,-3,10,7,2,-4,5,4,-3,-4,14,-17,-9,4,14,11,-2,-6,15,-5,-12,3,13,13,6,-3,-3,-4,-10,14,9,-5,14,-7,0,14
2020-02-09,DC,8,-17,-3,1,0,12,6,2,-1,5,9,4,-2,-2,0,-10,9,4,9,3,-10,-6,-11,11,4,-18,3,5,-5,0,15,15,0,5,4,19,3,-2,-8,4,3,3,-2,0,-1,0,-11,-10,7,10,-1,-6,14,13,-1,0,6,8,-4,1,-3,-6,14,-4,5,15,26,-6,3,5,9,2,27,8,14,1,-5,-12,-7,1,4,-7,-1,-7,4,7,-6,22,-8,-4,-12,-2,-9,-4,-12,17,-13,-5,-3,-3
2020-02-10,CE,12,-21,13,-8,8,7,-9,5,-13,-4,-2,-9,6,-3,-12,8,9,7,4,7,-14,2,2,-17,-2,6,-17,11,-1,6,8,-9,-15,10,0,1,-1,14,3,-1,-1,0,11,-16,-14,-10,0,-12,-7,3,-1,-14,1,0,-8,-8,-7,19,-10,-11,8,5,-6,0,-6,3,7,0,3,13,1,-18,-4,-24,12,10,-7,16,10,2,15,3,-19,6,10,16,9,5,-6,0,3,-15,10,7,-2,13,-6,2,4,5
2020-02-11,DO,6,0,0,19,8,-2,-12,3,-16,-6,-5,2,11,0,5,1,-1,14,16,5,-8,0,10,-9,9,-4,4,3,1,14,-15,-3,-2,0,6,1,9,-3,8,9,0,-9,0,1,-16,-20,-21,-14,3,2,-3,-2,13,-9,-8,14,3,11,1,-18,-9,21,-8,1,10,5,-16,9,7,5,19,19,11,7,-10,7,-1,-7,-6,10,-9,-14,-8,-2,-2,-12,-27,4,-4,-5,-10,13,-6,12,16,-1,-15,13,11,8
2020-02-12,BQ,-11,-3,7,10,-16,0,-12,-2,5,4,11,15,-7,-5,8,-6,2,-9,5,5,-2,-5,9,-26,16,-3,12,-18,0,4,0,0,13,11,6,15,4,-6,-2,7,-1,1,3,-7,-6,-7,8,3,-3,4,-2,11,4,14,1,-1,4,-1,25,5,8,10,-3,8,5,-6,-3,9,2,-3,-3,11,-7,-8,-6,-6,-1,0,-12,7,-8,-4,-16,-11,-11,-8,-2,4,-1,-7,5,3,-2,-1,-15,11,-6,8,18,-6
2020-02-13,BE,-5,5,9,-19,11,1,6,1,7,-9,15,-4,-6,-6,7,1,10,-14,-7,7,13,2,6,-9,3,-8,3,-10,6,1,-8,9,-9,-4,7,-14,16,5,-16,-11,13,3,-1,7,5,-7,-10,-4,-3,19,-13,11,14,2,8,2,-1,1,3,11,-2,19,-2,9,-8,7,-5,-7,8,-2,2,-7,-1,-2,11,-1,2,0,3,9,-18,13,12,10,8,3,6,-9,8,-9,-1,-14,-12,-6,-1,0,0,1,17,-5
2020-02-14,DU,6,14,5,7,-19,0,-10,-1,-7,0,-6,11,-1,12,-4,-4,-4,-4,1,-7,12,5,-12,0,19,5,3,-4,4,-15,-4,12,-23,0,-5,12,8,-6,4,-6,-3,8,0,0,-1,-1,4,28,12,4,-6,11,-8,-9,4,0,7,-7,1,-6,-3,-12,-7,0,-11,-6,1,8,1,13,-15,-8,3,5,14,4,10,19,1,0,-12,2,1,8,-2,2,5,13,-3,-10,-10,29,11,-11,-2,15,2,-10,13,2
2020-02-15,AR,0,-1,-7,-7,10,-12,11,20,7,1,-17,2,-3,8,0,-14,8,-5,-15,14,-3,-9,0,0,-4,-22,-6,-1,-7,5,-6,4,-7,-6,-7,-3,5,3,1,15,5,1,7,-7,-2,-12,-2,0,-9,0,0,12,-9,-2,20,0,-12,8,-22,-1,-6,7,-2,6,-2,-17,12,-3,3,10,-4,1,-20,-3,8,-11,-10,14,-12,2,2,13,20,9,10,-14,-14,4,17,-17,-14,7,-10,-16,-2,-15,0,4,-1,-6
2020-02-16,CM,6,-8,-2,0,-2,-15,1,-8,15,-6,9,7,-5,-16,5,0,-6,-1,-16,17,-6,4,-5,-17,-4,-6,-3,-15,-20,4,0,-8,-5,-1,4,1,2,11,9,-11,-6,-14,-5,-8,8,7,3,0,7,4,1,14,9,-4,-1,-8,2,12,0,2,24,13,0,-20,-19,-7,-3,8,16,4,7,-2,-5,4,-9,11,-4,2,-5,-2,0,-4,-20,13,5,-4,1,-2,5,10,-4,9,-3,-18,-4,6,2,-9,2,-11
2020-02-17,AA,-2,10,20,10,-3,-11,10,2,-17,-2,-6,2,2,-4,6,38,-19,2,3,-2,4,1,9,3,8,1,7,-6,1,-1,4,3,1,-5,8,6,-10,18,6,-18,-9,-20,13,-2,9,7,-2,8,-15,0,-7,-3,-6,14,3,-10,7,-15,-3,-6,-10,6,24,-11,2,13,6,-10,-7,6,13,12,0,2,0,3,22,-8,1,1,14,1,1,-16,-21,2,5,6,-4,-12,-3,-10,-2,-3,-8,-10,-22,-6,3,1
2020-02-18,AH,12,-14,17,-18,1,0,-5,6,-2,-8,-8,-2,5,29,-13,8,9,-5,7,14,15,-11,10,-4,-8,3,1,2,-10,8,-2,-17,-28,-2,5,1,-6,17,-7,7,-10,16,7,12,14,0,-8,-4,-19,-3,13,16,-12,-5,-4,-16,-24,-10,9,5,6,-4,-14,-5,1,-11,5,1,0,-6,-5,15,0,-9,0,6,-2,-13,-16,-6,-4,-15,-9,0,-4,13,-11,6,-5,10,-2,6,0,-2,15,5,-6,-4,-1,7
2020-02-19,CS,-3,25,-6,11,6,-11,10,5,12,5,2,-2,10,-3,0,12,0,-1,11,10,0,5,7,-7,15,-5,-7,17,0,-4,-12,-3,-14,-9,-9,-6,-6,-7,-6,2,4,14,-8,3,-4,4,-16,4,-8,-7,15,-4,-12,1,17,3,-5,9,3,21,-2,-11,-3,12,0,0,3,-9,6,-11,-2,-2,-11,-2,11,4,-10,12,8,5,-1,-6,-1,-3,0,10,1,-7,-12,-13,19,11,23,5,-7,3,2,-5,-7,-10
2020-02-20,DS,0,-6,5,-4,6,0,-4,-2,-1,-6,-4,-2,22,9,1,-13,14,4,3,-9,0,8,-23,-26,4,17,2,9,0,5,-7,6,5,-16,0,0,-8,-8,-1,3,-6,0,-4,10,17,0,-6,2,1,9,17,13,-10,-2,-18,0,-12,8,2,10,0,-1,2,14,-9,-8,1,-8,9,5,-3,-8,10,-16,-22,-14,-10,0,24,-12,-1,-2,-22,29,-5,-1,-2,-11,21,-4,8,-2,-5,7,-7,-8,-8,7,-2,-1
2020-02-21,CT,-1,1,14,10,-6,20,2,-14,16,6,-2,10,0,-7,-8,-2,8,0,0,-7,-10,0,14,-3,4,2,-5,7,4,-12,3,2,4,-3,-1,1,5,8,0,-8,8,-4,26,-13,-10,11,6,-19,1,-25,-12,-6,-8,15,-16,12,3,2,-8,6,-18,-11,10,-3,7,-18,-4,-2,5,-15,1,0,3,13,-10,7,16,13,-1,-25,2,10,17,6,-7,1,-5,2,2,10,1,20,1,12,-16,6,6,-10,-9,-7
2020-02-22,DB,3,-7,-9,-13,5,1,-16,7,0,-4,1,-8,-1,-9,-9,-4,6,1,-4,-1,-3,17,-15,-10,-1,19,7,-10,-5,-21,2,4,-3,2,-6,-4,7,-16,-13,5,1,-9,-1,5,2,-2,-9,7,3,10,1,-5,7,26,-13,8,-2,-1,-6,0,10,-4,-12,-2,-16,6,22,0,-7,-2,-12,4,3,-14,-2,7,-9,5,-5,-12,11,0,4,20,-6,1,-5,0,2,0,7,-15,19,13,1,3,10,-7,8,-16
2020-02-23,AH,-6,16,-2,-17,2,-5,13,-3,2,11,-11,14,6,-5,12,4,12,3,-1,8,-4,18,10,18,14,-11,-9,-2,-21,6,-23,15,2,3,6,4,-8,2,13,9,-3,15,-4,0,3,4,0,3,0,3,2,-4,-11,-2,2,4,3,2,-14,3,2,12,0,0,-4,13,-10,-4,-14,-3,6,-9,3,5,-4,-12,0,7,21,5,-5,7,5,1,-4,3,7,6,9,-1,2,-11,11,-1,9,12,-3,-4,-6,-16
