2020-09-21,AJ,0
2020-09-22,BT,-8
2020-09-23,AF,4
2020-09-24,BZ,6
2020-09-25,AO,-2
2020-09-26,AN,3
2020-09-27,AI,-1
2020-09-28,AP,-4
2020-09-29,AJ,-1
2020-09-30,AM,0
2020-10-01,DS,0
2020-10-02,DV,-12
2020-10-03,DT,2
2020-10-04,CE,1
2020-10-05,BF,9
2020-10-06,DC,17
2020-10-07,BQ,-6
2020-10-08,DD,-2
2020-10-09,BR,2
2020-10-10,CT,0
2020-10-11,BK,0
2020-10-12,CM,20
2020-10-13,DO,5
2020-10-14,BO,-9
2020-10-15,CY,7
2020-10-16,AL,-14
2020-10-17,CA,-7
2020-10-18,BN,12
2020-10-19,CA,-10
2020-10-20,CC,-14
2020-10-21,DE,4
2020-10-22,BQ,-1
2020-10-23,AK,0
2020-10-24,DK,0
2020-10-25,CS,-24
2020-10-26,BZ,15
2020-10-27,AK,0
2020-10-28,BN,13
2020-10-29,DP,3
2020-10-30,BE,-6
2020-10-31,AJ,-11
2020-11-01,AN,-7
2020-11-02,BJ,-11
2020-11-03,AZ,-8
2020-11-04,DO,-20
2020-11-05,BB,-1
2020-11-06,AS,0
2020-11-07,CF,7
2020-11-08,DH,3
2020-11-09,BX,15
2020-11-10,CD,1
2020-11-11,CE,0
2020-11-12,DD,-7
2020-11-13,AQ,7
2020-11-14,AZ,-6
2020-11-15,BF,-3
2020-11-16,AO,3
2020-11-17,DT,-3
2020-11-18,BH,-6
2020-11-19,CR,6
2020-11-20,BD,-12
2020-11-21,CG,10
2020-11-22,CX,10
2020-11-23,CX,-17
2020-11-24,BO,11
2020-11-25,DP,1
2020-11-26,CX,5
2020-11-27,BQ,-10
2020-11-28,BX,12
2020-11-29,DK,0
2020-11-30,CT,-1
2020-12-01,BL,27
2020-12-02,AN,6
2020-12-03,AM,-11
2020-12-04,CQ,-11
2020-12-05,AU,-11
2020-12-06,AI,-14
2020-12-07,DM,-7
2020-12-08,BG,13
2020-12-09,BA,-4
2020-12-10,CX,-6
2020-12-11,BV,-5
2020-12-12,CH,-12
2020-12-13,BT,12
2020-12-14,AC,1
2020-12-15,BT,-10
2020-12-16,BZ,6
2020-12-17,DN,-12
2020-12-18,DV,0
2020-12-19,AA,9
2020-12-20,DT,-6
2020-12-21,CK,-6
2020-12-22,BZ,18
2020-12-23,AK,-14
2020-12-24,AK,-16
2020-12-25,AZ,-8
2020-12-26,AF,-2
2020-12-27,DO,11
2020-12-28,DL,3
2020-12-29,CL,-14
2020-12-30,DN,4
2020-12-31,CO,6
2021-01-01,BW,9
2021-01-02,AK,-8
2021-01-03,BJ,-4
2021-01-04,CR,-19
2021-01-05,AX,-15
2021-01-06,DQ,-3
2021-01-07,CX,-4
2021-01-08,CH,8
2021-01-09,AL,-25
2021-01-10,AK,11
2021-01-11,AK,-1
2021-01-12,DC,-3
2021-01-13,BV,11
2021-01-14,AT,-13
2021-01-15,DT,4
2021-01-16,BJ,-2
2021-01-17,DH,0
2021-01-18,CD,5
2021-01-19,DV,8
2021-01-20,BH,11
2021-01-21,CV,-6
2021-01-22,BB,-5
2021-01-23,CA,12
2021-01-24,AE,-5
2021-01-25,BR,-8
2021-01-26,DU,15
2021-01-27,AC,17
2021-01-28,BV,0
2021-01-29,BX,8
2021-01-30,AZ,-18
2021-01-31,CG,-21
2021-02-01,AR,12
2021-02-02,CT,-12
2021-02-03,AH,-4
2021-02-04,DP,-11
2021-02-05,AU,0
2021-02-06,AD,7
2021-02-07,BL,16
2021-02-08,DR,4
2021-02-09,CA,-6
2021-02-10,BQ,-17
2021-02-11,CR,10
2021-02-12,DM,-9
2021-02-13,DV,-7
2021-02-14,CI,16
2021-02-15,AL,12
2021-02-16,AY,10
2021-02-17,DS,5
2021-02-18,CN,-17
2021-02-19,BS,5
2021-02-20,DE,-5
2021-02-21,CE,-9
2021-02-22,DR,-8
2021-02-23,CO,9
2021-02-24,AM,0
2021-02-25,CG,8
2021-02-26,DF,-6
2021-02-27,BZ,-17
2021-02-28,AI,-12
2021-03-01,AX,3
2021-03-02,BZ,-5
2021-03-03,CF,8
2021-03-04,DT,-16
2021-03-05,AH,5
2021-03-06,CW,19
2021-03-07,CT,14
2021-03-08,CA,-8
2021-03-09,BP,-4
2021-03-10,BE,8
2021-03-11,AP,0
2021-03-12,DP,-3
2021-03-13,BE,-2
2021-03-14,BY,-7
2021-03-15,CT,-6
2021-03-16,CQ,37
2021-03-17,CO,7
2021-03-18,DJ,0
2021-03-19,DO,-11
2021-03-20,CH,-9
2021-03-21,AJ,-16
2021-03-22,AE,8
2021-03-23,BD,1
2021-03-24,DK,7
2021-03-25,DO,0
2021-03-26,CO,13
2021-03-27,AD,-20
2021-03-28,CB,19
2021-03-29,CN,0
2021-03-30,AP,2
2021-03-31,CH,14
2021-04-01,CX,10
2021-04-02,DR,11
2021-04-03,CH,2
2021-04-04,BS,-7
2021-04-05,AY,5
2021-04-06,AO,4
2021-04-07,DH,-3
2021-04-08,BF,-2
2021-04-09,DN,8
2021-04-10,CY,-5
2021-04-11,BM,-9
2021-04-12,CK,15
2021-04-13,BK,-23
2021-04-14,CI,5
2021-04-15,AT,-7
2021-04-16,BC,-11
2021-04-17,CM,-1
2021-04-18,AM,0
2021-04-19,CO,-3
2021-04-20,CR,-2
2021-04-21,BA,10
2021-04-22,AE,15
2021-04-23,AT,-18
2021-04-24,DC,-4
2021-04-25,DE,-4
2021-04-26,DM,7
2021-04-27,BH,18
2021-04-28,BT,-5
2021-04-29,DA,5
2021-04-30,BI,4
2021-05-01,BH,-4
2021-05-02,DU,-6
2021-05-03,CL,-12
2021-05-04,BY,17
2021-05-05,BT,4
2021-05-06,AE,-9
2021-05-07,CE,-18
2021-05-08,AB,12
2021-05-09,AE,-4
2021-05-10,CF,3
2021-05-11,BA,4
2021-05-12,DB,-13
2021-05-13,AQ,7
2021-05-14,AB,0
2021-05-15,BJ,0
2021-05-16,BC,4
2021-05-17,CA,-9
2021-05-18,CA,-17
2021-05-19,CZ,-4
2021-05-20,AU,5
2021-05-21,CD,13
2021-05-22,CO,-7
2021-05-23,CI,-9
2021-05-24,AL,6
2021-05-25,CW,-3
2021-05-26,CW,-1
2021-05-27,CC,-6
2021-05-28,AC,12
2021-05-29,DR,9
2021-05-30,DR,1
2021-05-31,AK,1
2021-06-01,AN,-4
2021-06-02,BW,23
2021-06-03,AQ,-5
2021-06-04,CF,12
2021-06-05,DA,-6
2021-06-06,AS,-8
2021-06-07,BW,7
2021-06-08,AJ,-17
2021-06-09,CT,9
2021-06-10,BI,-2
2021-06-11,CA,-7
2021-06-12,DG,0
2021-06-13,AN,-1
2021-06-14,CY,22
2021-06-15,BV,-7
2021-06-16,DT,-10
2021-06-17,CJ,-6
2021-06-18,BG,-14
2021-06-19,CL,2
2021-06-20,CR,2
2021-06-21,DM,-18
2021-06-22,CZ,12
2021-06-23,BH,-19
2021-06-24,AY,-8
2021-06-25,BH,-7
2021-06-26,DN,3
2021-06-27,DF,5
2021-06-28,DR,3
2021-06-29,AX,7
2021-06-30,CB,-4
2021-07-01,AD,1
2021-07-02,AB,3
2021-07-03,DG,18
2021-07-04,DV,2
2021-07-05,DN,-5
2021-07-06,DB,3
2021-07-07,BQ,-26
2021-07-08,CS,-4
2021-07-09,DC,8
2021-07-10,DV,11
2021-07-11,BY,1
2021-07-12,AZ,6
2021-07-13,AU,6
2021-07-14,DN,1
2021-07-15,AU,1
2021-07-16,BX,0
2021-07-17,AP,-21
2021-07-18,BY,8
2021-07-19,BC,-3
2021-07-20,DT,0
2021-07-21,CY,-10
2021-07-22,AL,5
2021-07-23,BP,10
2021-07-24,BN,11
2021-07-25,AO,7
2021-07-26,AG,-19
2021-07-27,CL,-7
2021-07-28,DS,16
2021-07-29,AW,-3
2021-07-30,CD,12
2021-07-31,AJ,-2
2021-08-01,AT,5
2021-08-02,BF,6
2021-08-03,DM,4
2021-08-04,BP,-14
2021-08-05,BI,20
2021-08-06,BK,13
2021-08-07,CO,2
2021-08-08,CZ,-3
2021-08-09,CE,4
2021-08-10,CD,3
2021-08-11,CK,12
2021-08-12,BF,-12
2021-08-13,DK,15
2021-08-14,AZ,1
2021-08-15,DP,-9
2021-08-16,DR,-8
2021-08-17,AX,4
2021-08-18,DL,-2
2021-08-19,AR,-4
2021-08-20,AN,-1
2021-08-21,AZ,0
2021-08-22,DR,-11
2021-08-23,DK,-4
2021-08-24,DS,0
2021-08-25,AJ,-3
2021-08-26,BW,3
2021-08-27,AP,17
2021-08-28,AB,8
2021-08-29,CU,8
2021-08-30,BM,16
2021-08-31,AW,-10
2021-09-01,DO,-9
2021-09-02,AF,16
2021-09-03,CB,10
2021-09-04,AP,5
2021-09-05,BE,6
2021-09-06,DJ,-6
2021-09-07,CK,2
2021-09-08,CT,-3
2021-09-09,BG,-2
2021-09-10,AS,4
2021-09-11,AJ,-14
2021-09-12,BS,7
2021-09-13,CX,7
2021-09-14,CK,-3
2021-09-15,CP,4
2021-09-16,AV,0
2021-09-17,CG,-4
2021-09-18,BZ,21
2021-09-19,BE,9
2021-09-20,BH,10
2021-09-21,AI,2
2021-09-22,AD,2
2021-09-23,CY,-8
2021-09-24,CG,10
2021-09-25,CN,3
2021-09-26,DB,5
2021-09-27,CM,5
2021-09-28,CS,0
2021-09-29,CR,5
2021-09-30,DA,1
2021-10-01,AZ,-10
2021-10-02,AW,-5
2021-10-03,DG,-6
2021-10-04,BP,-21
2021-10-05,CZ,11
2021-10-06,BC,18
2021-10-07,AJ,6
2021-10-08,AZ,11
2021-10-09,AA,13
2021-10-10,DA,6
2021-10-11,DT,0
2021-10-12,CJ,15
2021-10-13,CM,-4
2021-10-14,CT,16
2021-10-15,BG,11
2021-10-16,BV,0
2021-10-17,AX,-9
2021-10-18,CH,5
2021-10-19,BX,0
2021-10-20,DS,4
2021-10-21,CU,2
2021-10-22,DM,1
2021-10-23,BB,-24
2021-10-24,CC,11
2021-10-25,DT,-6
2021-10-26,AT,1
2021-10-27,AU,-7
2021-10-28,AS,12
2021-10-29,CP,-8
2021-10-30,BN,4
2021-10-31,DV,11
2021-11-01,AE,-2
2021-11-02,CC,-5
2021-11-03,DA,-6
2021-11-04,DO,7
2021-11-05,DV,-10
2021-11-06,BA,-19
2021-11-07,BK,8
2021-11-08,CW,32
2021-11-09,BI,14
2021-11-10,DJ,-3
2021-11-11,AY,-4
2021-11-12,BP,0
2021-11-13,CX,0
2021-11-14,DR,15
2021-11-15,AR,-6
2021-11-16,AN,-1
2021-11-17,BH,-14
2021-11-18,AO,17
2021-11-19,AB,-15
2021-11-20,BB,-5
2021-11-21,BJ,4
2021-11-22,BD,30
2021-11-23,AO,11
2021-11-24,CX,5
2021-11-25,AF,13
2021-11-26,DQ,2
2021-11-27,CK,-1
2021-11-28,AK,2
2021-11-29,DJ,15
2021-11-30,AO,1
2021-12-01,DR,8
2021-12-02,DK,4
2021-12-03,BV,-3
2021-12-04,CP,-4
2021-12-05,AT,-3
2021-12-06,CZ,-5
2021-12-07,DM,-6
2021-12-08,BQ,0
2021-12-09,AT,-9
2021-12-10,CX,-9
2021-12-11,CC,-18
2021-12-12,CS,-3
2021-12-13,CS,-5
2021-12-14,BM,7
2021-12-15,DO,1
2021-12-16,BR,4
2021-12-17,DC,2
2021-12-18,DD,-3
2021-12-19,CK,15
2021-12-20,CC,-9
2021-12-21,AT,17
2021-12-22,AS,5
2021-12-23,DM,-14
2021-12-24,BR,1
2021-12-25,AD,-19
2021-12-26,CU,-16
2021-12-27,DU,4
2021-12-28,DT,-31
2021-12-29,CO,9
2021-12-30,BY,6
2021-12-31,BJ,24
2022-01-01,DM,-10
2022-01-02,CY,-4
2022-01-03,BI,-10
2022-01-04,BW,5
2022-01-05,AQ,-10
2022-01-06,DI,-16
2022-01-07,AO,-2
2022-01-08,DM,15
2022-01-09,DL,-6
2022-01-10,BP,7
2022-01-11,CS,-1
2022-01-12,DH,0
2022-01-13,BA,-9
2022-01-14,CM,-2
2022-01-15,CC,-4
2022-01-16,AD,1
2022-01-17,CO,0
2022-01-18,BV,-13
2022-01-19,AT,-9
2022-01-20,CJ,6
2022-01-21,CZ,5
2022-01-22,CU,-6
2022-01-23,BJ,-11
2022-01-24,AX,5
2022-01-25,BH,17
2022-01-26,DV,-1
2022-01-27,CC,-5
2022-01-28,CG,4
2022-01-29,AA,3
2022-01-30,BB,2
2022-01-31,CI,7
2022-02-01,BE,2
2022-02-02,AU,1
2022-02-03,AU,-4
2022-02-04,AB,6
2022-02-05,AO,-5
2022-02-06,AA,0
2022-02-07,BJ,-7
2022-02-08,CI,9
2022-02-09,CD,-3
2022-02-10,DG,-14
2022-02-11,CT,0
2022-02-12,CW,0
2022-02-13,BJ,2
2022-02-14,DA,-13
2022-02-15,BS,-8
2022-02-16,CS,-2
2022-02-17,BN,-9
2022-02-18,AG,14
2022-02-19,CQ,-13
2022-02-20,AM,7
2022-02-21,AO,12
2022-02-22,BG,-5
2022-02-23,AZ,6
2022-02-24,BA,-7
2022-02-25,DA,0
2022-02-26,DA,-4
2022-02-27,DV,-7
2022-02-28,BI,-10
2022-03-01,BH,0
2022-03-02,CZ,8
2022-03-03,BY,9
2022-03-04,DL,-8
2022-03-05,AU,0
2022-03-06,BL,5
2022-03-07,AN,-1
2022-03-08,AN,8
2022-03-09,BP,20
2022-03-10,AI,25
2022-03-11,DR,-1
2022-03-12,CG,-20
2022-03-13,BW,12
2022-03-14,DR,-8
2022-03-15,DJ,0
2022-03-16,DL,-3
2022-03-17,BQ,6
2022-03-18,BA,-4
2022-03-19,DG,-12
2022-03-20,DT,0
2022-03-21,CT,-6
2022-03-22,AK,3
2022-03-23,CE,-4
2022-03-24,CL,-7
2022-03-25,DA,-24
2022-03-26,BR,-4
2022-03-27,AD,5
2022-03-28,AA,4
2022-03-29,BU,-9
2022-03-30,CW,-5
2022-03-31,AG,-6
2022-04-01,AX,-2
2022-04-02,BG,5
2022-04-03,CP,14
2022-04-04,BE,1
2022-04-05,CR,13
2022-04-06,DK,-5
2022-04-07,AK,-22
2022-04-08,AW,3
2022-04-09,DO,-4
2022-04-10,DJ,9
2022-04-11,DV,-6
2022-04-12,AH,-2
2022-04-13,DH,0
2022-04-14,BJ,0
2022-04-15,AN,-15
2022-04-16,CJ,0
2022-04-17,AK,-8
2022-04-18,BI,-6
2022-04-19,AH,6
2022-04-20,AU,-10
2022-04-21,BQ,3
2022-04-22,CA,15
2022-04-23,AZ,3
2022-04-24,BT,-1
2022-04-25,CR,3
2022-04-26,AS,1
2022-04-27,BA,-11
2022-04-28,CE,5
2022-04-29,AM,0
2022-04-30,AT,5
2022-05-01,CU,10
2022-05-02,CA,-12
2022-05-03,CW,4
2022-05-04,BV,-10
2022-05-05,BZ,0
2022-05-06,AF,10
2022-05-07,AH,-19
2022-05-08,DI,3
2022-05-09,BV,-5
2022-05-10,AX,17
2022-05-11,DB,-3
2022-05-12,AO,-1
2022-05-13,CD,19
2022-05-14,DJ,1
2022-05-15,BX,3
2022-05-16,BR,0
2022-05-17,AX,4
2022-05-18,DC,-7
2022-05-19,CO,-4
2022-05-20,DL,-8
2022-05-21,DA,6
2022-05-22,CJ,22
2022-05-23,DV,-6
2022-05-24,DE,-4
2022-05-25,BC,15
2022-05-26,BN,21
2022-05-27,BD,16
2022-05-28,BI,16
2022-05-29,CM,-11
2022-05-30,CU,9
2022-05-31,AG,18
2022-06-01,CN,-16
2022-06-02,CV,6
2022-06-03,AV,0
2022-06-04,DL,-3
2022-06-05,BS,-8
2022-06-06,BX,-6
2022-06-07,AB,1
2022-06-08,CC,13
2022-06-09,CD,9
2022-06-10,CM,-15
2022-06-11,DU,7
2022-06-12,DV,10
2022-06-13,BW,1
2022-06-14,AT,1
2022-06-15,BU,1
2022-06-16,DO,16
2022-06-17,BP,3
2022-06-18,AI,4
2022-06-19,BP,-1
2022-06-20,AZ,1
2022-06-21,CB,5
2022-06-22,AH,8
2022-06-23,BQ,-5
2022-06-24,BZ,2
2022-06-25,BA,7
2022-06-26,BC,0
2022-06-27,BQ,9
2022-06-28,BT,0
2022-06-29,AJ,7
2022-06-30,CQ,-13
2022-07-01,CL,1
2022-07-02,CK,-5
2022-07-03,AT,20
2022-07-04,BD,18
2022-07-05,AO,0
2022-07-06,CV,1
2022-07-07,AN,6
2022-07-08,DF,2
2022-07-09,AG,10
2022-07-10,DL,12
2022-07-11,DT,-3
2022-07-12,BQ,-8
2022-07-13,DC,-2
2022-07-14,DS,-1
2022-07-15,CE,-4
2022-07-16,BC,-11
2022-07-17,CH,15
2022-07-18,CH,2
2022-07-19,BP,-8
2022-07-20,CF,4
2022-07-21,BR,-5
2022-07-22,CO,10
2022-07-23,CY,5
2022-07-24,AZ,6
2022-07-25,BI,5
2022-07-26,CP,3
2022-07-27,AH,13
2022-07-28,CW,0
2022-07-29,DQ,-6
2022-07-30,BC,4
2022-07-31,CZ,-7
2022-08-01,AZ,12
2022-08-02,AH,1
2022-08-03,DQ,-24
2022-08-04,CK,-19
2022-08-05,AQ,11
2022-08-06,DD,-5
2022-08-07,AX,4
2022-08-08,CV,-7
2022-08-09,CJ,-6
2022-08-10,CH,-1
2022-08-11,BA,1
2022-08-12,BU,-8
2022-08-13,CE,-18
2022-08-14,BA,-9
2022-08-15,CD,3
2022-08-16,AA,-14
2022-08-17,AK,-6
2022-08-18,AK,3
2022-08-19,AJ,-8
2022-08-20,CS,9
2022-08-21,BL,1
2022-08-22,BO,-2
2022-08-23,CR,-8
2022-08-24,BI,5
2022-08-25,AI,-9
2022-08-26,AT,5
2022-08-27,BM,-1
2022-08-28,BK,-1
2022-08-29,AQ,14
2022-08-30,CQ,-10
2022-08-31,AT,-2
2022-09-01,AZ,5
2022-09-02,CT,-10
2022-09-03,DE,0
2022-09-04,DH,-3
2022-09-05,AG,9
2022-09-06,DC,8
2022-09-07,AY,4
2022-09-08,AW,-6
2022-09-09,AU,-28
2022-09-10,CI,5
2022-09-11,AI,-13
2022-09-12,BK,2
2022-09-13,AW,-3
2022-09-14,AN,4
2022-09-15,AZ,0
2022-09-16,AT,1
2022-09-17,BJ,4
2022-09-18,AD,-2
2022-09-19,AF,2
2022-09-20,BD,-9
2022-09-21,AI,14
2022-09-22,BG,-12
2022-09-23,CJ,-10
2022-09-24,AM,1
2022-09-25,CK,-10
2022-09-26,BR,4
